study,pubmed.id,country,authors,title,publication,doi,email,year,Study,UniqueStudy,Etiology,lingual,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,Handedness,MRI Machine,Coils,MRI Tesla,Flip Angle,Repitition Time(ms),Echo Time (ms),Inversion Time (ms) ,NumberExcitations(NEX),AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,FWHM,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,SummaryLeaning,MeanControl,SDControl,MeanHL,SDHL,Z score,F test,t-value,P-value,ClusterSize,DoubleChecked,References,ScopusCitations
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,right,volume,WM,,,increase,0.8195,0.3792,,1376,330,1644,324,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,left,volume,GM,,,increase,0.3808,0.1871,,5116,820,5426,808,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,left,volume,WM,,,decrease,0.1977,0.0984,,505,189,471,153,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,right,volume,GM,,,increase,0.3134,0.1548,,4958,721,5181,702,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,right,volume,WM,,,increase,0.5305,0.2564,,868,276,1003,231,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,left,volume,GM,,,increase,0.725,0.3408,,2645,452,2999,522,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,left,volume,WM,,,increase,0.2521,0.1251,,192,126,219,84,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,right,volume,GM,,,increase,0.0081,0.0041,,2804,494,2808,493,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,right,volume,WM,,,increase,0.8974,0.4094,,508,117,640,172,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,left,Vol proportion,GM,,,increase,0.6061,0.29,,0.0259,0.0028,0.0274,0.0021,,3.275,,0.044,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,left,Vol proportion,GM,,,increase,0.276,0.1367,,0.0171,0.0023,0.01767,0.0018,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,left,Vol proportion,GM,,,increase,0.7819,0.3641,,0.0088,0.0012,0.0097,0.0011,,6.362,,0.003,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,right,Vol proportion,GM,,,same,0,0,,0.0256,0.0027,0.0256,0.002,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,right,Vol proportion,GM,,,increase,0.1062,0.053,,0.0164,0.0022,0.0166,0.0015,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,right,Vol proportion,GM,,,decrease,0.1661,0.0828,,0.0092,0.0011,0.009,0.0013,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,left,Vol proportion,WM,,,same,0,0,,0.003,0.0011,0.003,0.0006,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,left,Vol proportion,WM,,,decrease,0.056,0.028,,0.0022,0.0007,0.002,0.0005,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,left,Vol proportion,WM,,,same,0,0,,0.0009,0.0009,0.0009,0.0003,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,right,Vol proportion,WM,,,increase,1.0909,0.4789,,0.0059,0.0011,0.0071,0.0011,,8.667,,0.001,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,right,Vol proportion,WM,,,increase,0.7442,0.3487,,0.0037,0.0009,0.0043,0.0007,,3.662,,0.031,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,right,Vol proportion,WM,,,increase,0.9864,0.4423,,0.0022,0.0005,0.0028,0.0007,,7.124,,0.002,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,left,ratio GM/WM,GM/WM,,,increase,0.1672,0.0833,,12.35,3.85,12.91,2.76,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,left,ratio GM/WM,GM/WM,,,increase,0.2613,0.1296,,11.41,4.09,12.38,3.29,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,left,ratio GM/WM,GM/WM,,,decrease,0.3251,0.1605,,16.65,5.84,14.98,4.32,,3.152,,0.05,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,right,ratio GM/WM,GM/WM,,,decrease,0.8927,0.4076,,5.87,1.2,4.97,0.77,,7.657,,0.001,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,right,ratio GM/WM,GM/WM,,,decrease,0.632,0.3013,,6.14,1.61,5.32,0.88,,4.183,,0.02,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,right,ratio GM/WM,GM/WM,,,decrease,1.0977,0.4811,,5.66,1.06,4.55,0.96,,11.814,,0.001,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,asymmetry,asymmetry,GM,,,increase,1.3192,0.5506,,-0.01,0.035,0.052,0.042,,11.412,,0.001,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,asymmetry,asymmetry,GM,,,increase,0.2151,0.1069,,0.028,0.085,0.044,0.062,,,,,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,asymmetry,asymmetry,GM,,,increase,0.074,0.037,,-0.058,0.0134,0.067,0.108,,7.901,,0.001,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,insula,asymmetry,asymmetry,WM,,,increase,0.8406,0.3874,,-0.679,0.204,-0.832,0.157,,3.107,,0.052,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,anterior insula,asymmetry,asymmetry,WM,,,increase,1.0022,0.448,,-0.542,0.21,-0.738,0.18,,4.494,,0.015,,y,y,y
Allen et al. J Neurosci,19005055,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.",Morphology of the insula in relation to hearing status and sign language experience.,J Neurosci. 2008 Nov 12;28(46):11900-5.,https://doi.org/10.1523/JNEUROSCI.3141-08.2008,kemmorey@mail.sdsu.edu,2008,2,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,insular cortex,posterior insula,asymmetry,asymmetry,WM,,,increase,0.0909,0.0454,,-0.962,-0.306,-0.987,0.24,,,,,,y,y,y
Allen et al. Front Neuroanat,23935567,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.","Neuroanatomical differences in visual, motor, and language cortices between congenitally deaf signers, hearing signers, and hearing non-signers.",Front Neuroanat. 2013 Aug 2;7:26.,https://doi.org/10.3389/fnana.2013.00026,Hanna Damasio: hdamasio@college.usc.edu; Karen Emmorey: kemmorey@mail.sdsu.edu,2013,3,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,,Total Cortex,cerebral,total,volume,GM,,,increase,0.1819201124,0.0905860856,,606,74,618,56.8,,1.136,,0.328,,y,y,y
Allen et al. Front Neuroanat,23935567,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.","Neuroanatomical differences in visual, motor, and language cortices between congenitally deaf signers, hearing signers, and hearing non-signers.",Front Neuroanat. 2013 Aug 2;7:26.,https://doi.org/10.3389/fnana.2013.00026,Hanna Damasio: hdamasio@college.usc.edu; Karen Emmorey: kemmorey@mail.sdsu.edu,2013,3,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,BA17,occipital,calcarine sulcus,left,volume,GM+WM,,,increase,0.6948,0.3282,,4475,733,5022,838,,5.412,,0.024,,y,y,y
Allen et al. Front Neuroanat,23935567,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.","Neuroanatomical differences in visual, motor, and language cortices between congenitally deaf signers, hearing signers, and hearing non-signers.",Front Neuroanat. 2013 Aug 2;7:26.,https://doi.org/10.3389/fnana.2013.00026,Hanna Damasio: hdamasio@college.usc.edu; Karen Emmorey: kemmorey@mail.sdsu.edu,2013,3,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,BA17,occipital,calcarine sulcus,right,volume,GM+WM,,,increase,0.5731,0.2755,,5139,947,5701,1013,,,,,,y,y,y
Allen et al. Front Neuroanat,23935567,USA,"Allen JS, Emmorey K, Bruss J, Damasio H.","Neuroanatomical differences in visual, motor, and language cortices between congenitally deaf signers, hearing signers, and hearing non-signers.",Front Neuroanat. 2013 Aug 2;7:26.,https://doi.org/10.3389/fnana.2013.00026,Hanna Damasio: hdamasio@college.usc.edu; Karen Emmorey: kemmorey@mail.sdsu.edu,2013,3,1,congenital,Prelingual,bilateral,severe,25,11,14,23.8,4.1,19,38,86.8,8.28,,,,,,,ASL,25,11,14,28.5,5.4,22,39,Right,GE Signa scanner,,1.5,30,24,7,,1,256,192,124,1.5,24,NEX SPGR,T1,VBM,,,Manual,,,,BA17,occipital,calcarine sulcus,asymmetry,asymmetry,GM+WM,rightward,rightward,decrease,0.0517,0.0258,,-0.124,0.12,-0.108,0.166,,,,,,y,y,y
