Checked-RK,Checked-FAM,study,year,Study,UniqueStudy,Etiology,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,MRI Tesla,AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,brainstem,SON,bilateral,FA,WM,,,decrease,0.686,0.3244,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,brainstem,IC,bilateral,FA,WM,,,decrease,0.6324,0.3015,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,thalmus,MGB,bilateral,FA,WM,,,decrease,0.6325,0.3015,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,thalmus,AR,bilateral,FA,WM,,,decrease,0.686,0.3244,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,BA41,temporal lobe,HG,bilateral,FA,WM,,,decrease,0.6324,0.3015,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,brainstem,TB,bilateral,MD,WM,,,increase,0.2,0.0995,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,brainstem,SON,bilateral,MD,WM,,,increase,0.0869,0.0434,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,brainstem,IC,bilateral,MD,WM,,,increase,0.2854,0.1413,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,thalmus,MGB,bilateral,MD,WM,,,same,0,0,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,,thalmus,AR,bilateral,MD,WM,,,same,0,0,
,,Huang et al. PLoS One,2015,25,16,congenital,bilateral,profound,24,14,10,4.7,1,,,90,,90,,,90,,,CSL,20,10,10,4.2,2.9,,,1.5,128,128,,2,,SE-EPI,SE-EPI,DTI,15,GE-Work,,,,BA41,temporal lobe,HG,bilateral,MD,WM,,,increase,0,0,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.4,34.6,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-33,-25,6,BA41,temporal lobe,transverse temporal gyrus,left,volume,GM,,,decrease,1.1169,0.4876,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.5,34.7,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-36,-3,-30,BA21,temporal lobe,middle temporal gyrus,left,volume,GM,,,decrease,1.3152,0.5494,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.6,34.8,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,32,-18,12,,insular cortex,claustrum,right,volume,GM,,,decrease,1.0883,0.478,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.7,34.9,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,39,-6,-27,BA20,temporal lobe,fusiform gyrus,right,volume,GM,,,decrease,1.0567,0.4672,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.8,34.1,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-52,-22,-8,BA21,temporal lobe,MTG,left,volume,WM,,,decrease,1.0914,0.479,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.9,34.11,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,50,-21,9,BA41,temporal lobe,STG,right,volume,WM,,,decrease,1.1137,0.4865,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.1,34.12,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,46,2,-38,BA21,temporal lobe,MTG,right,volume,WM,,,decrease,1.1264,0.4907,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.11,34.13,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,22,41,52,BA8,temporal lobe,STG,right,volume,GM,,,increase,1.1361,0.4939,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.12,34.14,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,0,-73,-11,BA18,occipital,lingual gyrus,left,volume,GM,,,decrease,0.88,0.4027,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.13,34.15,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-50,-67,-51,,cerebellum,cerebellum,left,volume,GM,,,decrease,0.9978,0.4464,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.14,34.16,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-36,-58,-57,,cerebellum,cerebellum,left,volume,GM,,,decrease,0.7343,0.3447,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.15,34.17,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-40,-7,-30,BA20,temporal lobe,fusiform gyrus,left,volume,GM,,,decrease,1.1878,0.5106,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.16,34.18,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,8,-75,45,BA7,parietal,precuneusBA7,right,volume,GM,,,decrease,0.8592,0.3947,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.17,34.19,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,4,-60,18,BA23,cingulate cortex,posterior cingulate,right,volume,GM,,,decrease,0.8123,0.3763,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.18,34.2,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-42,-24,7,BA41,temporal lobe,STG,left,volume,WM,,,decrease,1.1943,0.5127,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.19,34.21,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-51,-16,-12,BA21,temporal lobe,MTG,left,volume,GM,,,decrease,0.8948,0.4084,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.2,34.22,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,-20,68,16,BA10,temporal lobe,STG,left,volume,GM,,,decrease,0.8327,0.3844,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.21,34.23,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,44,2,-27,BA21,temporal lobe,MTG,right,volume,GM,,,decrease,0.949,0.4287,
,,Olulade et al. J Neurosci,2014,26,17,mixed,bilateral,severe,30,17,13,25.8,3.55,18.22,34.24,86.66,,86.66,,,86.66,,,ASL,30,13,17,26.3,6.45,18.4,41.8,3,256,256,160,1,25.6,MP-RAGE,T1,VBM,,SPM,22,36,28,BA10,temporal lobe,STG,right,volume,GM,,,decrease,1.0256,0.4563,
,,Wu et al. Brain Res,2016,27,18,mixed,bilateral,severe,92,49,43,4.9,,1,14,80,,80,,,80,,,CSL,,,,,,,,1.5,320,256,20,5,24,MP-RAGE,T1,VBM,,GE-Work,,,,,temporal lobe,STG,bilateral,FA,WM,,,decrease,0.5899,0.2829,
,,Wu et al. Brain Res,2016,27,18,mixed,bilateral,severe,92,49,43,4.9,,1,14,80,,80,,,80,,,CSL,,,,,,,,1.5,320,256,20,5,24,MP-RAGE,T1,VBM,,GE-Work,,,,,temporal lobe,STG,bilateral,ADC,WM,,,increase,0.0392,0.0196,
,,Wu et al. Brain Res,2016,27,18,mixed,bilateral,severe,92,49,43,4.9,,1,14,80,,80,,,80,,,CSL,,,,,,,,1.5,320,256,20,5,24,MP-RAGE,T1,VBM,,GE-Work,,,,,brainstem,acoustic radiation,bilateral,FA,WM,,,decrease,1.8673,0.6824,
,,Wu et al. Brain Res,2016,27,18,mixed,bilateral,severe,92,49,43,4.9,,1,14,80,,80,,,80,,,CSL,,,,,,,,1.5,320,256,20,5,24,MP-RAGE,T1,VBM,,GE-Work,,,,,brainstem,acoustic radiation,bilateral,ADC,WM,,,decrease,0.0951,0.0475,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-8,51,-21,BA11,frontal,Orbital Gyrus,left,volume,GM,,,increase,1.9423,0.6967,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,33,-42,-12,BA37,entorhinal,Parahippocampal Gyrus,right,volume,GM,,,increase,1.8865,0.6862,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,15,-51,-6,,cerebellum,Culmen,right,volume,GM,,,increase,1.8354,0.6761,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-8,35,19,BA32,cingulate,anterior cingulate,left,volume,GM,,,increase,1.6449,0.6352,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-9,39,12,BA32,cingulate,anterior cingulate,left,volume,GM,,,increase,1.4962,0.599,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,56,-24,25,BA40,parietal,postcentral gyrus,left,volume,GM,,,increase,1.6217,0.6298,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,8,-70,28,BA7,occipital,Cuneus,right,volume,GM,,,decrease,2.4162,0.7703,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-2,-67,33,BA7,occipital,precuneus,left,volume,GM,,,decrease,1.6449,0.6352,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,51,-58,13,BA22,temporal lobe,STG,right,volume,GM,,,decrease,2.393,0.7673,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,60,-55,7,BA22,temporal lobe,STG,right,volume,GM,,,decrease,1.8401,0.6771,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-45,32,16,BA46,frontal,IFG,left,volume,GM,,,decrease,2.3698,0.7642,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-48,26,21,BA45,frontal,IFG,left,volume,GM,,,decrease,1.8029,0.6696,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,66,-16,25,BA1,parietal,postcentral gyrus,right,volume,GM,,,decrease,2.1978,0.7396,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,42,-45,52,BA40,parietal,inferior parietal,right,volume,GM,,,decrease,2.0863,0.7219,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-53,11,27,BA9,frontal,IFG,left,volume,GM,,,decrease,1.9655,0.7009,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-42,-12,-36,BA20,temporal lobe,ITG,left,volume,GM,,,decrease,1.9051,0.6897,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-35,-51,51,BA40,parietal,inferior parietal,left,volume,GM,,,decrease,1.8215,0.6733,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-45,-37,51,BA40,parietal,inferior parietal,left,volume,GM,,,decrease,1.5427,0.6108,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-39,-43,51,BA40,parietal,inferior parietal,left,volume,GM,,,decrease,1.4637,0.5901,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,60,-43,25,BA40,parietal,inferior parietal,right,volume,GM,,,decrease,1.4637,0.5906,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,54,-43,31,BA40,parietal,supramarginal gyrus,right,volume,GM,,,decrease,1.4637,0.5906,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,8,5,3,50.4,6.1,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-51,-66,28,BA39,temporal lobe,MTG,left,volume,GM,,,decrease,1.4637,0.5906,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-33,-39,-23,BA20,temporal lobe,fusiform gyrus,left,volume,GM,,,increase,1.825,0.6741,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-36,-33,-29,,cerebellum,Culmen,left,volume,GM,,,increase,1.3474,0.5587,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,8,-48,-9,,cerebellum,Culmen,right,volume,GM,,,increase,1.7738,0.6635,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,17,-49,-9,BA19,entorhinal,Parahippocampal Gyrus,right,volume,GM,,,increase,1.5649,0.6162,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-23,-39,-29,,cerebellum,Culmen,left,volume,GM,,,increase,1.6758,0.6422,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-29,-45,-29,,cerebellum,Culmen,left,volume,GM,,,increase,1.3176,0.5501,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-23,-54,-27,,cerebellum,Culmen,left,volume,GM,,,increase,1.3091,0.5477,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-24,-48,-27,,cerebellum,Culmen,left,volume,GM,,,increase,1.2621,0.5337,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-48,-40,-30,BA36,temporal lobe,fusiform gyrus,left,volume,GM,,,increase,1.5393,0.6099,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-54,-36,-27,BA20,temporal lobe,fusiform gyrus,left,volume,GM,,,increase,1.5137,0.6035,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-53,-40,-20,BA37,temporal lobe,ITG,left,volume,GM,,,increase,1.5095,0.6024,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-18,-73,-24,,cerebellum,Declive,left,volume,GM,,,increase,1.5009,0.6002,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-9,-49,-6,,cerebellum,Culmen,left,volume,GM,,,increase,1.3517,0.56,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-44,32,16,BA46,frontal,IFG,left,volume,GM,,,decrease,2.2471,0.747,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,15,-37,0,BA27,entorhinal,Parahippocampal Gyrus,right,volume,GM,,,decrease,1.7952,0.668,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,18,-31,-6,BA27,entorhinal,Parahippocampal Gyrus,right,volume,GM,,,decrease,1.3261,0.5526,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,50,-28,12,BA41,temporal lobe,transverse temporal gyrus,right,volume,GM,,,decrease,1.7909,0.6671,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-47,-18,12,BA41,temporal lobe,transverse temporal gyrus,left,volume,GM,,,decrease,1.6374,0.6335,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-44,-13,4,BA13,insular cortex,insula,left,volume,GM,,,decrease,1.6374,0.6335,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-53,-9,4,BA22,temporal lobe,STG,left,volume,GM,,,decrease,1.6075,0.6265,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-42,-25,15,BA41,temporal lobe,transverse temporal gyrus,left,volume,GM,,,decrease,1.4029,0.5743,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-44,-30,10,BA41,temporal lobe,transverse temporal gyrus,left,volume,GM,,,decrease,1.3858,0.5695,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,15,-76,46,BA7,parietal,precuneus,right,volume,GM,,,decrease,1.6161,0.6285,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,-36,35,37,BA9,frontal,SFG,left,volume,GM,,,decrease,1.6118,0.6285,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,60,-12,15,BA42,temporal lobe,transverse temporal gyrus,right,volume,GM,,,decrease,1.3687,0.5648,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,60,-3,12,BA6,frontal,precentral gyrus,right,volume,GM,,,decrease,1.3304,0.5539,
,,Kim et al. Hear Res,2014,28,19,congenital,bilateral,severe,11,4,7,50.9,12.2,,,70,,70,,,70,,,KSL,11,6,5,49.5,8.9,,,3,320,192,106,1.5,20,SPGR,T1,VBM,,SPM,51,-13,15,BA43,parietal,postcentral gyrus,right,volume,GM,,,decrease,1.2707,0.5363,
